County,Jurisdiction (NCIC),BCS number,Victim Number,Month of Report,Year of Report,Total Victim,Total Suspects,Gender,Race/Ethnicity,Age,Crime Status,Victim/Offender Relationship #1,Victim/Offender Relationship #2,Victim/Offender Relationship #3,Victim/Offender Relationship #4,Month of Incident,Day of month of Incident,Year of Incident,Day of week,Year of Death,Means of death,Location,Precipitating Event,Special Circumstance
01,0103,66739,01,12,1987,01,01,1,3,26,3,28,,,,12,00,1987,,1987,02,00,53,000
01,0109,64483,01,03,1987,01,01,2,3,15,3,28,,,,03,13,1987,6,1987,02,03,53,000
01,0109,64980,01,05,1987,01,01,1,3,47,3,21,,,,05,10,1987,1,1987,02,16,53,000
01,0109,65236,01,06,1987,01,01,1,3,15,3,28,,,,06,10,1987,4,1987,02,16,53,000
01,0109,66751,01,12,1987,01,01,2,3,16,3,23,,,,12,25,1987,6,1987,02,02,53,000
10,1005,66018,01,09,1987,01,01,1,2,18,3,16,,,,09,16,1987,4,1987,02,24,53,000
19,1912,65030,01,05,1987,01,02,2,1,76,3,30,30,,,12,02,1986,3,1987,16,24,59,000
19,1915,64051,01,01,1987,01,01,1,2,18,3,28,,,,01,26,1987,2,1987,02,24,53,000
19,1942,65106,01,05,1987,01,01,1,7,16,3,21,,,,05,14,1987,5,1987,02,15,53,000
19,1942,65107,01,05,1987,01,01,1,1,25,3,20,,,,05,11,1987,2,1987,02,02,53,000
19,1942,66642,01,11,1987,01,01,1,2,18,3,28,,,,11,06,1987,6,1987,02,16,53,000
19,1942,66643,01,11,1987,01,01,1,3,16,3,28,,,,11,03,1987,3,1987,02,02,53,000
19,1942,66879,01,12,1987,01,01,2,2,16,3,23,,,,12,00,1987,,1987,02,24,53,000
19,1948,65116,01,05,1987,01,01,1,7,16,3,28,,,,05,30,1987,7,1987,02,02,53,000
19,1953,64887,01,04,1987,01,01,1,3,01,3,07,,,,03,31,1987,3,1987,20,24,59,000
19,1967,64143,01,01,1987,01,01,1,3,01,3,07,07,,,01,18,1987,1,1987,20,02,59,000
19,1996,64377,01,02,1987,01,01,2,1,04,3,30,,,,02,07,1987,7,1987,04,02,59,000
21,2100,66225,01,03,1987,01,01,2,1,BB,3,30,,,,03,00,1987,,1987,16,02,59,000
21,2106,67032,01,12,1987,01,01,2,5,36,3,28,,,,12,00,1987,,1987,10,02,59,000
30,3000,64379,01,02,1987,01,01,1,1,22,3,09,,,,01,16,1987,6,1987,02,24,53,000
34,3404,66169,01,09,1987,02,01,2,1,51,3,40,,,,09,00,1987,,1987,20,19,59,000
34,3404,66169,02,09,1987,02,01,1,1,36,3,40,,,,09,00,1987,,1987,20,19,59,000
36,3610,65668,01,07,1987,01,01,1,2,64,3,40,,,,07,21,1987,3,1987,03,02,50,000
36,3610,66180,01,09,1987,01,01,2,2,16,3,10,,,,09,23,1987,4,1987,03,24,53,000
37,3700,64661,01,03,1987,01,01,1,2,19,3,28,,,,03,20,1987,6,1987,02,24,53,000
37,3700,64937,01,04,1987,01,01,2,1,03,3,08,,,,03,06,1987,6,1987,13,24,59,000
37,3706,64190,01,01,1987,01,01,2,1,20,3,28,,,,12,22,1986,2,1987,04,02,53,000
39,3905,64444,01,02,1987,01,01,2,2,03,3,08,,,,02,25,1987,4,1987,13,15,59,000
43,4300,66202,01,09,1987,01,01,1,1,34,3,28,,,,09,29,1987,3,1987,02,24,53,000
43,4304,66988,01,12,1987,01,01,1,2,26,3,28,,,,12,24,1987,5,1987,03,03,53,000
47,4700,65728,01,07,1987,01,,1,1,19,3,40,,,,07,04,1987,7,1987,15,18,59,000
54,5406,66501,01,09,1987,01,01,1,3,03,3,07,,,,09,00,1987,,1987,10,24,59,000
01,0109,69188,01,05,1988,01,01,2,B,13,3,21,,,,04,01,1988,6,1988,01,13,52,000
01,0109,69757,01,07,1988,01,01,1,B,15,3,21,,,,06,24,1988,6,1988,02,16,53,000
01,0110,69123,01,06,1988,01,01,2,W,11,3,10,,,,06,09,1988,3,1988,02,24,53,000
10,1000,69780,01,08,1988,01,01,1,H,79,3,30,,,,05,07,1988,7,1988,08,00,59,000
10,1005,70375,01,10,1988,01,01,1,H,03,3,28,,,,09,30,1988,6,1988,02,02,52,000
12,1207,70495,01,11,1988,01,01,2,W,19,3,28,,,,11,00,1988,,1988,04,00,53,000
15,1501,68031,01,01,1988,01,02,2,H,BB,3,08,30,,,01,20,1988,4,1988,07,24,59,000
15,1502,69912,01,09,1988,01,01,2,B,BB,3,08,,,,09,00,1988,,1988,16,24,59,000
19,1920,68280,01,02,1988,01,01,1,H,24,3,28,,,,02,08,1988,2,1988,02,02,53,000
19,1942,68133,01,01,1988,01,01,1,H,23,3,40,,,,01,01,1988,6,1988,02,06,59,000
19,1942,68134,01,01,1988,01,01,1,W,06,3,28,,,,01,00,1988,,1988,02,03,52,000
19,1942,68135,01,01,1988,01,01,1,B,01,3,07,,,,01,10,1988,1,1988,16,24,59,000
19,1942,68342,01,02,1988,01,01,1,H,18,3,28,,,,02,00,1988,,1988,02,02,53,000
19,1942,68976,01,05,1988,01,01,1,H,24,3,28,,,,05,21,1988,7,1988,02,16,53,000
19,1942,68977,01,05,1988,01,02,1,B,01,3,07,07,,,11,02,1987,2,1988,16,24,59,000
19,1942,68978,01,05,1988,01,01,2,B,BB,3,08,,,,04,28,1988,5,1988,16,24,59,000
19,1942,70448,01,10,1988,01,01,1,B,31,3,28,,,,10,04,1988,3,1988,08,16,59,000
19,1942,70850,01,12,1988,01,01,1,H,22,3,28,,,,11,30,1988,4,1988,02,02,53,000
19,1942,70849,01,12,1988,01,01,1,O,00,3,40,,,,12,00,1988,,1988,03,03,53,000
19,1942,70851,01,12,1988,01,01,2,W,77,3,05,,,,12,00,1988,,1988,15,24,59,000
19,1960,69530,01,06,1988,01,01,2,W,BB,3,08,,,,06,20,1988,2,1988,20,02,59,000
19,1976,70575,01,11,1988,01,01,1,W,15,3,28,,,,11,11,1988,6,1988,02,02,53,000
23,2300,68353,01,02,1988,01,01,2,W,03,3,08,,,,01,22,1988,6,1988,13,02,59,000
24,2400,70860,01,12,1988,01,01,1,W,21,3,28,,,,12,30,1988,6,1988,02,02,53,000
28,2800,69152,01,06,1988,01,01,1,W,16,3,28,,,,06,10,1988,6,1988,03,03,53,000
34,3400,68370,01,02,1988,01,01,1,W,14,3,28,,,,02,04,1988,5,1988,03,03,52,000
34,3400,68598,01,03,1988,01,01,1,W,16,3,28,,,,03,03,1988,5,1988,03,03,53,000
34,3400,69330,01,06,1988,01,01,1,H,01,3,16,,,,06,30,1988,5,1988,25,02,59,000
34,3400,69546,01,07,1988,01,01,1,W,12,3,28,,,,07,25,1988,2,1988,04,02,52,000
34,3400,69547,01,07,1988,01,01,1,W,17,3,30,,,,07,29,1988,6,1988,03,02,53,000
37,3700,68619,01,03,1988,01,03,2,W,82,3,40,40,40,,02,24,1988,4,1988,03,02,52,000
38,3801,68404,01,02,1988,01,01,1,W,10,3,28,,,,02,22,1988,2,1988,02,02,52,000
39,3903,68671,01,03,1988,01,01,1,H,03,3,21,,,,03,10,1988,5,1988,04,03,52,000
40,4005,70325,01,10,1988,01,01,2,W,19,3,40,,,,10,14,1988,6,1988,07,19,59,000
41,4117,69179,01,06,1988,01,01,1,W,22,3,28,,,,06,10,1988,6,1988,04,02,53,000
43,4303,69064,01,04,1988,01,01,1,W,26,3,30,,,,04,23,1988,7,1988,02,03,53,000
47,4702,69408,01,07,1988,01,01,1,W,05,3,30,,,,07,00,1988,,1988,02,00,52,000
48,4800,69571,01,06,1988,01,01,1,H,31,3,28,,,,06,19,1988,1,1988,08,14,59,000
48,4807,69572,01,06,1988,01,01,1,B,15,3,30,,,,06,00,1988,,1988,02,00,53,000
49,4905,69747,01,07,1988,01,01,1,W,42,3,30,,,,07,00,1988,,1988,25,15,59,000
49,4905,70023,01,09,1988,01,01,1,W,18,3,40,,,,09,03,1988,6,1988,15,16,59,000
01,0109,75265,01,11,1989,01,01,2,W,86,3,21,,,,11,00,1989,,1989,11,02,59,000
10,1005,73549,01,03,1989,01,01,1,H,12,3,28,,,,03,25,1989,7,1989,02,13,52,000
19,1900,73247,01,05,1989,01,01,1,W,21,3,28,,,,05,28,1989,1,1989,03,19,53,000
19,1900,73985,01,07,1989,01,01,2,W,29,3,28,,,,02,01,1989,4,1989,02,03,53,000
19,1915,73837,01,06,1989,01,01,1,H,09,3,07,,,,06,18,1989,1,1989,02,24,53,000
19,1915,73516,01,07,1989,01,01,2,H,11,3,08,,,,07,27,1989,5,1989,02,24,53,000
19,1942,72843,01,04,1989,01,01,2,W,71,3,28,,,,12,24,1988,7,1988,16,02,59,000
19,1942,73768,01,07,1989,01,02,2,H,01,3,08,08,,,07,17,1989,2,1989,16,24,59,000
19,1942,73934,01,08,1989,01,01,1,H,13,3,28,,,,08,09,1989,4,1989,02,03,53,000
19,1942,73935,01,08,1989,01,01,2,W,76,3,28,,,,02,03,1989,6,1989,16,02,59,000
19,1942,74450,01,10,1989,01,01,2,H,17,3,28,,,,10,27,1989,6,1989,02,02,53,000
19,1944,74631,01,10,1989,01,01,1,W,74,3,06,,,,10,21,1989,7,1989,08,24,59,000
30,3014,73131,01,05,1989,01,01,2,W,BB,3,08,,,,05,07,1989,1,1989,08,02,59,000
34,3404,74020,01,08,1989,01,01,2,B,16,3,23,,,,08,00,1989,,1989,03,02,59,000
35,3500,72413,01,02,1989,01,01,1,H,35,3,09,,,,02,26,1989,1,1989,02,24,53,000
36,3603,72415,01,02,1989,01,01,1,H,15,3,28,,,,02,20,1989,2,1989,03,13,53,000
36,3603,74105,01,09,1989,01,01,1,H,18,3,28,,,,09,04,1989,2,1989,03,02,53,000
36,3605,73438,01,06,1989,01,01,1,W,BB,3,07,,,,06,02,1989,6,1989,16,02,59,000
37,3702,74077,01,09,1989,01,01,2,W,13,3,23,,,,08,02,1989,4,1989,02,03,53,000
37,3711,74476,01,10,1989,01,01,2,H,13,3,28,,,,10,05,1989,5,1989,04,13,52,000
37,3711,74695,01,11,1989,01,01,2,W,43,3,28,,,,11,26,1989,1,1989,02,24,53,000
39,3903,74482,01,10,1989,01,01,1,W,03,3,16,,,,10,30,1989,2,1989,02,03,53,000
39,3905,74827,01,11,1989,01,01,1,H,18,3,30,,,,11,10,1989,6,1989,03,03,53,000
39,3905,75021,01,12,1989,01,01,1,H,12,3,09,,,,12,23,1989,7,1989,04,13,52,000
42,4200,74898,01,10,1989,01,01,1,H,NB,3,07,,,,10,22,1989,1,1989,16,24,59,000
43,4313,72452,01,02,1989,01,01,1,P,22,3,28,,,,02,26,1989,1,1989,08,16,59,000
43,4313,72960,02,04,1989,02,01,2,F,10,3,28,,,,04,06,1989,5,1989,14,02,59,000
43,4313,72960,01,04,1989,02,01,1,W,18,3,28,,,,04,06,1989,5,1989,14,13,59,000
43,4313,73457,01,06,1989,01,01,2,W,32,3,28,,,,12,11,1988,1,1988,15,16,59,000
48,4805,75215,01,12,1989,01,01,1,W,19,3,21,,,,12,08,1989,6,1989,02,03,53,000
48,4807,75242,01,10,1989,01,01,1,W,87,3,28,,,,10,00,1989,,1989,08,24,59,000
56,5609,75217,01,12,1989,01,01,2,W,56,3,30,,,,12,20,1989,4,1989,25,02,59,000
01,0109,77892,01,04,1990,01,01,1,B,10,3,09,,,,04,01,1990,1,1990,02,24,53,000
01,0109,78714,01,07,1990,01,01,1,W,24,3,28,,,,07,16,1990,2,1990,02,02,53,000
01,0109,79181,01,10,1990,01,01,2,W,72,3,05,,,,09,16,1990,1,1990,16,24,59,000
01,0110,77350,01,06,1990,01,00,1,W,23,3,50,,,,06,15,1990,6,1990,07,99,59,000
07,0704,78867,01,07,1990,01,01,1,W,47,3,20,,,,07,26,1990,5,1990,03,02,53,000
07,0711,76897,01,04,1990,01,01,1,W,16,3,28,,,,04,05,1990,5,1990,03,03,52,000
09,0900,78956,01,11,1990,01,01,2,W,BB,3,08,,,,11,21,1990,4,1990,16,24,59,000
10,1005,77646,01,07,1990,01,01,1,W,69,3,16,,,,05,21,1990,2,1990,17,24,52,000
10,1005,78346,01,09,1990,01,01,1,H,18,3,30,,,,09,00,1990,,1990,02,02,53,000
10,1005,79696,01,10,1990,01,01,2,W,02,3,08,,,,10,01,1990,2,1990,02,24,53,000
13,1302,77993,01,08,1990,01,01,1,H,BB,3,07,,,,08,00,1990,,1990,08,24,59,000
19,1900,79582,01,12,1990,01,01,2,W,15,3,28,,,,11,12,1990,2,1990,03,02,53,000
19,1915,76463,01,02,1990,01,01,1,B,14,3,07,,,,02,05,1990,2,1990,08,24,59,000
19,1915,77922,01,07,1990,01,01,1,H,22,3,22,,,,07,30,1990,2,1990,02,03,53,000
19,1915,78004,01,08,1990,01,01,1,H,17,3,28,,,,08,27,1990,2,1990,04,03,53,000
19,1915,78354,01,09,1990,01,02,1,H,03,3,40,40,,,09,13,1990,5,1990,04,02,59,000
19,1941,76422,01,02,1990,01,01,1,H,14,3,28,,,,02,20,1990,3,1990,04,13,53,000
19,1942,76889,01,03,1990,01,01,1,B,BB,3,07,,,,03,20,1990,3,1990,16,24,59,000
19,1942,76890,01,03,1990,01,02,2,H,01,3,08,08,,,03,22,1990,5,1990,16,24,59,000
19,1942,77053,01,04,1990,01,01,1,W,13,3,09,,,,04,14,1990,7,1990,02,13,52,000
19,1942,77247,01,05,1990,01,01,1,H,16,3,16,,,,04,24,1990,3,1990,04,24,53,000
19,1949,78252,01,08,1990,01,01,1,W,17,3,28,,,,08,02,1990,5,1990,02,07,51,000
22,2200,77952,01,06,1990,01,01,1,W,03,3,09,,,,06,00,1990,,1990,02,24,52,000
30,3006,77713,01,06,1990,01,01,1,W,12,3,28,,,,06,25,1990,2,1990,02,03,52,000
30,3022,78915,01,10,1990,01,01,1,H,32,3,28,,,,10,19,1990,6,1990,02,02,53,000
33,3300,77122,01,04,1990,01,01,1,W,34,3,09,,,,04,27,1990,6,1990,02,03,53,000
33,3315,79678,01,11,1990,01,01,1,H,17,3,28,,,,11,03,1990,7,1990,02,03,53,000
35,3501,77864,01,07,1990,01,01,1,W,17,3,22,,,,07,00,1990,,1990,02,15,53,000
36,3633,76167,01,01,1990,01,01,1,B,15,3,28,,,,01,27,1990,4,1990,02,03,53,000
37,3700,79444,01,12,1990,01,01,1,W,69,3,20,,,,12,12,1989,3,1989,15,16,59,000
38,3801,77289,01,05,1990,01,01,1,B,10,3,28,,,,03,28,1990,4,1990,02,03,52,000
40,4001,76435,01,02,1990,01,01,1,W,19,3,28,,,,02,01,1990,5,1990,02,03,53,000
43,4313,77870,01,07,1990,01,01,1,I,03,3,09,,,,07,24,1990,3,1990,02,24,52,000
49,4900,77403,01,06,1990,01,01,2,B,05,3,08,,,,06,09,1990,7,1990,13,24,59,000
55,5501,78619,01,09,1990,01,01,1,W,40,3,28,,,,09,00,1990,,1990,02,01,53,000
56,5604,78485,01,09,1990,01,01,1,W,20,3,28,,,,09,05,1990,4,1990,02,03,53,000
01,0105,80429,01,02,1991,01,01,1,W,10,3,28,,,,01,24,1991,5,1991,02,02,52,000
01,0109,81140,01,03,1991,01,01,1,B,19,3,28,,,,03,25,1991,2,1991,02,13,53,000
07,0714,83588,01,12,1991,01,02,2,W,36,3,30,30,,,12,00,1991,,1991,15,99,59,000
09,0900,82154,01,08,1991,01,02,1,W,NB,3,07,07,,,08,00,1991,,1991,16,24,59,000
10,1005,81496,01,06,1991,01,01,2,W,35,3,02,,,,06,16,1991,1,1991,02,24,53,000
10,1005,82299,01,08,1991,01,01,1,W,17,3,09,,,,08,24,1991,7,1991,02,24,53,000
10,1005,83197,01,11,1991,01,01,2,H,06,3,10,,,,11,00,1991,,1991,02,24,52,000
13,1304,80487,01,02,1991,01,01,1,B,10,3,16,,,,02,09,1991,7,1991,02,24,53,000
16,1603,81992,01,03,1991,01,02,1,H,21,3,28,28,,,03,05,1991,3,1991,04,12,53,000
19,1900,80690,01,02,1991,01,01,2,H,18,3,28,,,,01,26,1991,7,1991,01,03,51,000
19,1900,82585,01,08,1991,01,01,1,W,20,3,28,,,,08,07,1991,4,1991,02,16,53,000
19,1900,83728,01,12,1991,01,01,1,H,16,3,28,,,,12,21,1991,7,1991,03,99,53,000
19,1935,83376,01,10,1991,01,01,2,H,16,3,23,,,,10,05,1991,7,1991,02,15,53,000
19,1941,80426,01,01,1991,01,01,1,B,22,3,09,,,,01,31,1991,5,1991,07,24,59,000
19,1941,82490,01,08,1991,01,01,1,A,03,3,09,,,,08,00,1991,,1991,02,24,52,000
19,1942,80393,01,02,1991,01,01,1,H,18,3,28,,,,02,15,1991,6,1991,02,02,53,000
19,1942,80394,01,02,1991,01,01,1,B,01,3,07,,,,02,02,1991,4,1991,08,24,59,000
19,1942,80395,01,02,1991,01,01,1,B,01,3,28,,,,02,20,1991,4,1991,10,02,59,000
19,1942,80969,01,04,1991,01,01,1,H,01,3,07,,,,04,02,1991,3,1991,20,24,59,000
19,1942,81252,01,05,1991,01,01,1,H,16,3,28,,,,05,21,1991,3,1991,02,02,53,000
19,1942,82418,01,08,1991,01,01,1,B,15,3,28,,,,08,31,1991,7,1991,02,16,53,000
19,1942,82419,01,08,1991,01,01,1,B,15,3,28,,,,08,12,1991,2,1991,02,03,53,000
19,1942,83280,01,11,1991,01,01,2,W,34,3,28,,,,11,29,1991,6,1991,02,13,53,000
19,1942,83839,01,12,1991,01,01,1,B,17,3,09,,,,12,27,1991,6,1991,02,02,53,000
19,1960,82601,01,08,1991,01,01,1,W,15,3,28,,,,08,00,1991,,1991,02,03,53,000
21,2109,80696,01,03,1991,01,02,1,W,38,3,28,28,,,03,29,1991,6,1991,08,13,59,000
33,3332,81995,01,06,1991,01,02,2,H,10,3,20,20,,,06,28,1991,6,1991,03,03,53,000
34,3404,80437,01,02,1991,01,01,1,B,01,3,07,,,,02,21,1991,5,1991,08,24,59,000
35,3500,82460,01,05,1991,01,01,1,W,19,3,21,,,,05,05,1991,4,1991,03,19,53,000
36,3605,81794,01,06,1991,01,01,1,W,13,3,28,,,,06,27,1991,5,1991,02,13,53,000
36,3609,81996,01,06,1991,01,01,1,H,13,3,28,,,,06,00,1991,,1991,08,18,59,000
36,3616,82762,01,08,1991,01,03,1,W,17,3,28,28,28,,08,31,1991,7,1991,03,02,53,000
36,3616,83469,01,11,1991,01,01,1,W,18,3,28,,,,11,22,1991,6,1991,02,02,53,000
36,3616,83470,01,11,1991,01,01,2,B,17,3,23,,,,11,28,1991,5,1991,02,15,53,000
36,3621,83051,01,10,1991,01,01,1,W,22,3,16,,,,10,03,1991,5,1991,03,24,53,000
37,3700,82615,01,08,1991,01,01,1,H,00,3,28,,,,08,00,1991,,1991,02,18,53,000
37,3708,81799,01,06,1991,01,01,1,H,BB,3,30,,,,06,30,1991,1,1991,15,15,59,000
38,3801,83671,01,12,1991,01,01,1,W,NB,3,07,,,,09,26,1991,5,1991,16,24,59,000
39,3902,82275,01,07,1991,01,01,1,W,18,3,28,,,,07,03,1991,4,1991,02,03,53,000
41,4100,84014,01,12,1991,01,01,1,H,37,3,21,,,,08,03,1991,7,1991,07,99,59,000
43,4313,81394,01,05,1991,01,02,1,W,59,3,21,21,,,05,22,1991,4,1991,08,19,59,000
43,4313,81804,01,06,1991,01,01,1,H,BB,3,30,,,,05,15,1991,4,1991,08,03,59,000
44,4403,80216,01,01,1991,01,01,2,H,NB,3,08,,,,01,05,1991,7,1991,08,24,59,000
45,4502,82921,01,09,1991,01,02,1,W,BB,3,07,07,,,01,31,1991,5,1991,16,24,59,000
50,5000,82754,01,09,1991,01,01,1,H,19,3,21,,,,09,27,1991,6,1991,02,02,53,000
54,5401,81817,01,05,1991,01,01,1,H,10,3,28,,,,05,00,1991,,1991,02,03,53,000
01,0109,85551,01,02,1992,01,01,1,W,11,3,28,,,,02,29,1992,7,1992,02,16,52,000
01,0109,87041,01,07,1992,01,01,1,B,15,3,28,,,,07,24,1992,6,1992,02,03,53,000
01,0109,00241,01,09,1992,01,01,1,O,22,3,28,,,,09,08,1992,3,1992,02,02,53,000
01,0109,00964,01,11,1992,01,01,1,O,22,3,16,,,,11,13,1992,6,1992,02,04,53,000
07,0703,85604,01,03,1992,01,01,1,W,17,3,21,,,,03,25,1992,4,1992,02,13,53,000
10,1005,86100,01,05,1992,01,01,1,W,10,3,09,,,,05,00,1992,,1992,02,24,52,000
10,1005,86422,01,06,1992,01,01,2,H,03,3,08,,,,05,31,1992,1,1992,20,24,59,000
12,1203,00560,01,09,1992,01,01,1,W,14,3,28,,,,09,06,1992,1,1992,02,19,52,000
15,1503,85012,01,01,1992,01,01,2,F,06,3,15,,,,01,24,1992,6,1992,02,24,53,000
15,1506,87247,01,08,1992,01,01,1,W,14,3,28,,,,08,10,1992,2,1992,02,02,52,000
19,1908,00021,01,08,1992,01,01,1,W,42,3,28,,,,08,28,1992,6,1992,02,02,59,000
19,1939,86506,01,04,1992,01,01,1,H,17,3,16,,,,04,07,1992,3,1992,02,03,53,000
19,1942,85118,01,01,1992,01,01,2,H,15,3,28,,,,01,03,1992,6,1992,02,03,53,000
19,1942,85866,01,04,1992,01,01,1,H,20,3,40,,,,04,12,1992,1,1992,02,04,53,000
19,1942,86234,01,05,1992,01,01,1,K,21,3,28,,,,05,19,1992,3,1992,02,02,53,000
19,1942,86235,01,05,1992,01,01,2,B,24,3,28,,,,05,01,1992,6,1992,02,03,53,000
19,1942,86634,01,06,1992,01,01,1,H,30,3,28,,,,05,25,1992,2,1992,02,16,53,000
19,1942,86635,01,06,1992,01,01,1,K,21,3,28,,,,06,21,1992,1,1992,03,06,53,000
19,1942,86979,01,07,1992,01,01,1,H,19,3,28,,,,06,16,1992,3,1992,02,07,53,000
19,1942,00832,01,11,1992,01,01,1,H,67,3,28,,,,11,24,1992,3,1992,02,02,53,000
19,1942,00833,01,11,1992,01,01,1,H,15,3,28,,,,11,07,1992,7,1992,04,16,53,000
19,1943,86779,01,05,1992,01,01,2,W,81,3,05,,,,05,14,1992,5,1992,16,24,59,000
19,1949,86780,01,05,1992,01,01,2,B,14,3,10,,,,05,30,1992,7,1992,04,24,52,000
19,1961,87390,01,08,1992,01,01,2,H,01,3,30,,,,08,26,1992,4,1992,08,02,59,000
33,3312,85664,01,01,1992,01,01,1,B,08,3,28,,,,01,00,1992,,1992,04,03,52,000
33,3313,00046,01,08,1992,01,01,2,H,15,3,30,,,,08,12,1992,4,1992,03,03,53,000
33,3332,85282,01,01,1992,01,01,1,B,BB,3,07,,,,01,14,1992,3,1992,16,24,59,000
34,3400,00282,01,09,1992,01,01,1,W,35,3,30,,,,09,02,1992,4,1992,16,02,59,000
36,3641,01440,01,11,1992,01,01,1,W,31,3,28,,,,11,08,1992,1,1992,02,02,53,000
43,4304,87402,01,05,1992,01,02,1,H,43,3,40,40,,,05,16,1992,7,1992,08,18,59,000
48,4800,00353,01,07,1992,01,02,1,W,24,3,07,09,,,07,05,1992,1,1992,08,03,59,000
48,4800,01241,02,08,1992,02,01,2,B,05,3,30,,,,08,22,1992,7,1992,13,02,59,000
48,4800,01241,01,08,1992,02,01,2,B,01,3,30,,,,08,22,1992,7,1992,13,02,59,000
49,4904,85616,01,03,1992,01,01,1,W,14,3,28,,,,03,00,1992,,1992,04,03,52,000
50,5000,86479,01,05,1992,01,01,2,W,02,3,08,,,,05,00,1992,,1992,20,24,59,000
54,5407,00293,01,09,1992,01,01,1,W,15,3,09,,,,09,12,1992,7,1992,02,24,53,000
01,0109,02781,01,09,1993,01,01,1,B,18,3,28,,,,09,30,1993,5,1993,02,02,53,000
07,0708,01912,01,07,1993,01,01,2,W,18,3,28,,,,07,30,1993,6,1993,02,13,52,000
10,1005,00031,01,01,1993,01,01,1,W,20,3,28,,,,01,20,1993,4,1993,02,03,53,000
10,1005,00279,01,02,1993,01,01,1,B,14,3,28,,,,02,06,1993,7,1993,02,15,52,000
10,1005,03022,01,09,1993,01,01,1,W,37,3,29,,,,09,23,1993,5,1993,02,02,53,000
10,1005,03308,01,11,1993,01,01,1,W,23,3,21,,,,11,02,1993,3,1993,02,02,53,000
12,1200,02357,02,07,1993,02,01,2,I,04,3,08,,,,07,03,1993,7,1993,20,19,59,000
12,1200,02357,01,07,1993,02,01,2,I,02,3,08,,,,07,03,1993,7,1993,20,19,59,000
15,1502,01271,01,06,1993,01,01,1,H,01,3,07,,,,06,14,1993,2,1993,08,24,59,000
19,1941,01871,01,06,1993,01,01,1,H,15,3,28,,,,06,02,1993,4,1993,04,02,52,000
19,1941,02617,01,09,1993,01,01,1,H,11,3,28,,,,09,03,1993,6,1993,02,03,52,000
19,1942,00162,01,01,1993,01,01,1,B,16,3,28,,,,01,21,1993,5,1993,02,25,53,000
19,1946,02226,01,07,1993,01,01,1,H,NB,3,07,,,,07,28,1993,4,1993,25,24,59,000
19,1969,03282,01,10,1993,01,01,1,H,26,3,28,,,,10,02,1993,7,1993,02,15,53,000
19,1983,04195,01,11,1993,01,01,2,B,24,3,28,,,,11,21,1993,1,1993,02,02,53,000
23,2300,00428,01,01,1993,01,01,2,I,27,3,23,,,,01,01,1993,6,1993,03,02,53,000
27,2708,02164,01,07,1993,01,01,2,H,BB,3,30,,,,07,30,1993,6,1993,20,03,59,000
27,2708,03042,01,10,1993,01,01,1,H,13,3,09,,,,10,20,1993,4,1993,02,24,53,000
27,2712,03895,01,12,1993,01,01,1,W,BB,3,07,,,,12,17,1993,6,1993,16,24,59,000
34,3400,00208,01,01,1993,01,01,1,W,22,3,28,,,,01,16,1993,7,1993,02,13,53,000
34,3400,01027,01,04,1993,01,01,2,W,BB,3,08,,,,12,05,1993,7,1993,20,24,59,000
36,3603,01224,01,05,1993,01,01,1,B,03,3,30,,,,05,07,1988,7,1988,20,24,59,000
36,3630,00696,01,02,1993,01,01,2,V,13,3,10,,,,02,05,1993,6,1993,02,24,53,000
37,3700,01523,01,06,1993,01,01,2,I,02,3,08,,,,06,16,1993,4,1993,03,24,59,000
